Age,Attrition,DailyRate,Department,DistanceFromHome,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
24,No,1206.0,Research & Development,17.0,4.0,41.0,2.0,2.0,Manufacturing Director,3.0,4377.0,24117.0,1.0,No,15.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0
35,Yes,622.0,Research & Development,14.0,3.0,39.0,2.0,1.0,Laboratory Technician,2.0,3743.0,10074.0,1.0,Yes,24.0,4.0,4.0,5.0,1.0,4.0,2.0,0.0
31,No,853.0,Research & Development,1.0,3.0,96.0,3.0,2.0,Manufacturing Director,1.0,4148.0,11275.0,1.0,No,12.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0
18,No,287.0,Research & Development,5.0,2.0,73.0,3.0,1.0,Research Scientist,4.0,1051.0,13493.0,1.0,No,15.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0
54,No,1441.0,Research & Development,17.0,3.0,56.0,3.0,3.0,Manufacturing Director,3.0,10739.0,13943.0,8.0,No,11.0,3.0,3.0,22.0,3.0,10.0,7.0,0.0
35,No,583.0,Research & Development,25.0,3.0,57.0,3.0,3.0,Healthcare Representative,3.0,10388.0,6975.0,1.0,Yes,11.0,3.0,3.0,16.0,2.0,16.0,10.0,10.0
30,No,153.0,Research & Development,8.0,2.0,73.0,4.0,3.0,Research Director,1.0,11416.0,17802.0,0.0,Yes,12.0,3.0,3.0,9.0,2.0,8.0,7.0,1.0
20,Yes,1097.0,Research & Development,11.0,4.0,98.0,2.0,1.0,Research Scientist,1.0,2600.0,18275.0,1.0,Yes,15.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0
30,Yes,109.0,Research & Development,5.0,2.0,60.0,3.0,1.0,Laboratory Technician,2.0,2422.0,25725.0,0.0,No,17.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0
26,No,1066.0,Research & Development,2.0,4.0,32.0,4.0,2.0,Manufacturing Director,4.0,5472.0,3334.0,1.0,No,12.0,3.0,2.0,8.0,3.0,8.0,7.0,1.0
22,No,217.0,Research & Development,8.0,2.0,94.0,1.0,1.0,Laboratory Technician,1.0,2451.0,6881.0,1.0,No,15.0,3.0,1.0,4.0,2.0,4.0,3.0,1.0
48,No,277.0,Research & Development,6.0,1.0,97.0,2.0,2.0,Healthcare Representative,3.0,4240.0,13119.0,2.0,No,13.0,3.0,4.0,19.0,3.0,2.0,2.0,2.0
48,No,1355.0,Research & Development,4.0,3.0,78.0,2.0,3.0,Healthcare Representative,3.0,10999.0,22245.0,7.0,No,14.0,3.0,2.0,27.0,3.0,15.0,11.0,4.0
41,No,549.0,Research & Development,7.0,4.0,42.0,3.0,2.0,Manufacturing Director,3.0,5003.0,23371.0,6.0,No,14.0,3.0,2.0,8.0,3.0,2.0,2.0,2.0
39,No,466.0,Research & Development,1.0,4.0,65.0,2.0,4.0,Manufacturing Director,4.0,12742.0,7060.0,1.0,No,16.0,3.0,3.0,21.0,3.0,21.0,6.0,11.0
27,No,1055.0,Research & Development,2.0,1.0,47.0,3.0,2.0,Manufacturing Director,4.0,4227.0,4658.0,0.0,No,18.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0
35,No,802.0,Research & Development,10.0,2.0,45.0,3.0,1.0,Laboratory Technician,4.0,3917.0,9541.0,1.0,No,20.0,4.0,1.0,3.0,2.0,3.0,2.0,1.0
42,No,265.0,Sales,5.0,4.0,90.0,3.0,5.0,Manager,3.0,18303.0,7770.0,6.0,No,13.0,3.0,2.0,21.0,4.0,1.0,0.0,0.0
50,No,804.0,Research & Development,9.0,1.0,64.0,3.0,1.0,Laboratory Technician,4.0,2380.0,20165.0,4.0,No,18.0,3.0,2.0,8.0,3.0,1.0,0.0,0.0
59,No,715.0,Research & Development,2.0,3.0,69.0,2.0,4.0,Manufacturing Director,4.0,13726.0,21829.0,3.0,Yes,13.0,3.0,1.0,30.0,3.0,5.0,3.0,4.0
37,Yes,1141.0,Research & Development,11.0,1.0,61.0,1.0,2.0,Healthcare Representative,2.0,4777.0,14382.0,5.0,No,15.0,3.0,1.0,15.0,1.0,1.0,0.0,0.0
55,No,135.0,Research & Development,18.0,3.0,62.0,3.0,2.0,Healthcare Representative,2.0,6385.0,12992.0,3.0,Yes,14.0,3.0,4.0,17.0,3.0,8.0,7.0,6.0
41,No,247.0,Research & Development,7.0,2.0,55.0,1.0,5.0,Research Director,3.0,19973.0,20284.0,1.0,No,22.0,4.0,2.0,21.0,3.0,21.0,16.0,5.0
38,No,1035.0,Sales,3.0,2.0,42.0,3.0,2.0,Sales Executive,4.0,6861.0,4981.0,8.0,Yes,12.0,3.0,3.0,19.0,3.0,1.0,0.0,0.0
26,Yes,265.0,Sales,29.0,2.0,79.0,1.0,2.0,Sales Executive,1.0,4969.0,21813.0,8.0,No,18.0,3.0,4.0,7.0,3.0,2.0,2.0,2.0
52,Yes,266.0,Sales,2.0,1.0,57.0,1.0,5.0,Manager,4.0,19845.0,25846.0,1.0,No,15.0,3.0,4.0,33.0,3.0,32.0,14.0,6.0
44,No,1448.0,Sales,28.0,4.0,53.0,4.0,4.0,Sales Executive,4.0,13320.0,11737.0,3.0,Yes,18.0,3.0,3.0,23.0,3.0,12.0,11.0,11.0
50,No,145.0,Sales,1.0,4.0,95.0,3.0,2.0,Sales Executive,3.0,6347.0,24920.0,0.0,No,12.0,3.0,1.0,19.0,3.0,18.0,7.0,0.0
36,Yes,885.0,Research & Development,16.0,3.0,43.0,4.0,1.0,Laboratory Technician,1.0,2743.0,8269.0,1.0,No,16.0,3.0,3.0,18.0,3.0,17.0,13.0,15.0
39,No,945.0,Research & Development,22.0,4.0,82.0,3.0,3.0,Manufacturing Director,1.0,10880.0,5083.0,1.0,Yes,13.0,3.0,3.0,21.0,3.0,21.0,6.0,2.0
33,No,1038.0,Sales,8.0,2.0,88.0,2.0,1.0,Sales Representative,4.0,2342.0,21437.0,0.0,No,19.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0
45,No,1234.0,Sales,11.0,4.0,90.0,3.0,4.0,Manager,4.0,17650.0,5404.0,3.0,No,13.0,3.0,2.0,26.0,4.0,9.0,3.0,1.0
32,No,1109.0,Research & Development,29.0,4.0,69.0,3.0,1.0,Laboratory Technician,3.0,4025.0,11135.0,9.0,No,12.0,3.0,2.0,10.0,3.0,8.0,7.0,7.0
34,No,216.0,Sales,1.0,2.0,75.0,4.0,2.0,Sales Executive,4.0,9725.0,12278.0,0.0,No,11.0,3.0,4.0,16.0,2.0,15.0,1.0,0.0
59,No,1089.0,Sales,1.0,2.0,66.0,3.0,3.0,Manager,4.0,11904.0,11038.0,3.0,Yes,14.0,3.0,3.0,14.0,1.0,6.0,4.0,0.0
45,No,788.0,Human Resources,24.0,2.0,36.0,3.0,1.0,Human Resources,2.0,2177.0,8318.0,1.0,No,16.0,3.0,1.0,6.0,3.0,6.0,3.0,0.0
53,No,124.0,Sales,2.0,3.0,38.0,2.0,3.0,Sales Executive,2.0,7525.0,23537.0,2.0,No,12.0,3.0,1.0,30.0,3.0,15.0,7.0,6.0
36,Yes,660.0,Research & Development,15.0,1.0,81.0,3.0,2.0,Laboratory Technician,3.0,4834.0,7858.0,7.0,No,14.0,3.0,2.0,9.0,2.0,1.0,0.0,0.0
26,Yes,342.0,Research & Development,2.0,1.0,57.0,3.0,1.0,Research Scientist,1.0,2042.0,15346.0,6.0,Yes,14.0,3.0,2.0,6.0,3.0,3.0,2.0,1.0
34,No,1333.0,Sales,10.0,3.0,87.0,3.0,1.0,Sales Representative,3.0,2220.0,18410.0,1.0,Yes,19.0,3.0,4.0,1.0,3.0,1.0,1.0,0.0
28,No,1144.0,Sales,10.0,4.0,74.0,3.0,1.0,Sales Representative,2.0,1052.0,23384.0,1.0,No,22.0,4.0,2.0,1.0,3.0,1.0,0.0,0.0
38,No,1186.0,Research & Development,3.0,3.0,44.0,3.0,1.0,Research Scientist,3.0,2821.0,2997.0,3.0,No,16.0,3.0,1.0,8.0,3.0,2.0,2.0,2.0
50,No,1464.0,Research & Development,2.0,2.0,62.0,3.0,5.0,Research Director,3.0,19237.0,12853.0,2.0,Yes,11.0,3.0,4.0,29.0,2.0,8.0,1.0,7.0
37,No,124.0,Research & Development,3.0,4.0,35.0,3.0,2.0,Healthcare Representative,2.0,4107.0,13848.0,3.0,No,15.0,3.0,1.0,8.0,2.0,4.0,3.0,0.0
40,No,300.0,Sales,26.0,3.0,74.0,3.0,2.0,Sales Executive,1.0,8396.0,22217.0,1.0,No,14.0,3.0,2.0,8.0,2.0,7.0,7.0,7.0
26,No,921.0,Research & Development,1.0,1.0,66.0,2.0,1.0,Research Scientist,3.0,2007.0,25265.0,1.0,No,13.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0
46,No,430.0,Research & Development,1.0,4.0,40.0,3.0,5.0,Research Director,4.0,19627.0,21445.0,9.0,No,17.0,3.0,4.0,23.0,3.0,2.0,2.0,2.0
54,No,1082.0,Sales,2.0,3.0,41.0,2.0,3.0,Sales Executive,3.0,10686.0,8392.0,6.0,No,11.0,3.0,2.0,13.0,3.0,9.0,4.0,7.0
56,No,1240.0,Research & Development,9.0,1.0,63.0,3.0,1.0,Research Scientist,3.0,2942.0,12154.0,2.0,No,19.0,3.0,2.0,18.0,3.0,5.0,4.0,0.0
36,No,796.0,Research & Development,12.0,4.0,51.0,2.0,3.0,Manufacturing Director,4.0,8858.0,15669.0,0.0,No,11.0,3.0,2.0,15.0,2.0,14.0,8.0,7.0
55,No,444.0,Research & Development,2.0,3.0,40.0,2.0,4.0,Manager,1.0,16756.0,17323.0,7.0,No,15.0,3.0,2.0,31.0,4.0,9.0,7.0,6.0
43,No,415.0,Sales,25.0,3.0,79.0,2.0,3.0,Sales Executive,4.0,10798.0,5268.0,5.0,No,13.0,3.0,3.0,18.0,3.0,1.0,0.0,0.0
20,Yes,769.0,Sales,9.0,4.0,54.0,3.0,1.0,Sales Representative,4.0,2323.0,17205.0,1.0,Yes,14.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0
21,Yes,1334.0,Research & Development,10.0,3.0,36.0,2.0,1.0,Laboratory Technician,1.0,1416.0,17258.0,1.0,No,13.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0
46,No,1003.0,Research & Development,8.0,4.0,74.0,2.0,2.0,Research Scientist,1.0,4615.0,21029.0,8.0,Yes,23.0,4.0,1.0,19.0,3.0,16.0,13.0,1.0
51,Yes,1323.0,Research & Development,4.0,1.0,34.0,3.0,1.0,Research Scientist,3.0,2461.0,10332.0,9.0,Yes,12.0,3.0,3.0,18.0,4.0,10.0,0.0,2.0
28,Yes,1366.0,Research & Development,24.0,2.0,72.0,2.0,3.0,Healthcare Representative,1.0,8722.0,12355.0,1.0,No,12.0,3.0,1.0,10.0,2.0,10.0,7.0,1.0
26,No,192.0,Research & Development,1.0,1.0,59.0,2.0,1.0,Laboratory Technician,1.0,3955.0,11141.0,1.0,No,16.0,3.0,1.0,6.0,3.0,5.0,3.0,1.0
30,No,1176.0,Research & Development,20.0,3.0,85.0,3.0,2.0,Manufacturing Director,1.0,9957.0,9096.0,0.0,No,15.0,3.0,3.0,7.0,2.0,6.0,2.0,0.0
41,No,509.0,Research & Development,7.0,2.0,43.0,4.0,1.0,Research Scientist,3.0,3376.0,18863.0,1.0,No,13.0,3.0,3.0,10.0,3.0,10.0,6.0,0.0
38,No,330.0,Research & Development,17.0,3.0,65.0,2.0,3.0,Healthcare Representative,3.0,8823.0,24608.0,0.0,No,18.0,3.0,1.0,20.0,2.0,19.0,9.0,1.0
40,No,1492.0,Research & Development,20.0,1.0,61.0,3.0,3.0,Healthcare Representative,4.0,10322.0,26542.0,4.0,No,20.0,4.0,4.0,14.0,3.0,11.0,10.0,11.0
27,No,1277.0,Research & Development,8.0,1.0,87.0,1.0,1.0,Laboratory Technician,3.0,4621.0,5869.0,1.0,No,19.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0
55,No,1091.0,Research & Development,2.0,4.0,65.0,3.0,3.0,Manufacturing Director,2.0,10976.0,15813.0,3.0,No,18.0,3.0,2.0,23.0,3.0,3.0,2.0,1.0
28,No,857.0,Research & Development,10.0,3.0,59.0,3.0,2.0,Research Scientist,3.0,3660.0,7909.0,3.0,No,13.0,3.0,4.0,10.0,4.0,8.0,7.0,1.0
44,Yes,1376.0,Human Resources,1.0,2.0,91.0,2.0,3.0,Human Resources,1.0,10482.0,2326.0,9.0,No,14.0,3.0,4.0,24.0,3.0,20.0,6.0,3.0
33,No,654.0,Research & Development,5.0,4.0,34.0,2.0,3.0,Healthcare Representative,4.0,7119.0,21214.0,4.0,No,15.0,3.0,3.0,9.0,3.0,3.0,2.0,1.0
35,Yes,1204.0,Sales,4.0,4.0,86.0,3.0,3.0,Sales Executive,1.0,9582.0,10333.0,0.0,Yes,22.0,4.0,1.0,9.0,3.0,8.0,7.0,4.0
33,Yes,827.0,Research & Development,29.0,1.0,54.0,2.0,2.0,Research Scientist,3.0,4508.0,3129.0,1.0,No,22.0,4.0,2.0,14.0,3.0,13.0,7.0,3.0
28,No,895.0,Research & Development,15.0,1.0,50.0,3.0,1.0,Laboratory Technician,3.0,2207.0,22482.0,1.0,No,16.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0
34,No,618.0,Research & Development,3.0,1.0,45.0,3.0,2.0,Healthcare Representative,4.0,7756.0,22266.0,0.0,No,17.0,3.0,3.0,7.0,2.0,6.0,2.0,0.0
37,No,309.0,Sales,10.0,4.0,88.0,2.0,2.0,Sales Executive,4.0,6694.0,24223.0,2.0,Yes,14.0,3.0,3.0,8.0,3.0,1.0,0.0,0.0
25,Yes,1219.0,Research & Development,4.0,4.0,32.0,3.0,1.0,Laboratory Technician,4.0,3691.0,4605.0,1.0,Yes,15.0,3.0,2.0,7.0,4.0,7.0,7.0,5.0
26,Yes,1330.0,Research & Development,21.0,1.0,37.0,3.0,1.0,Laboratory Technician,3.0,2377.0,19373.0,1.0,No,20.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0
33,Yes,1017.0,Research & Development,25.0,1.0,55.0,2.0,1.0,Research Scientist,2.0,2313.0,2993.0,4.0,Yes,20.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0
42,No,469.0,Research & Development,2.0,4.0,35.0,3.0,4.0,Manager,1.0,17665.0,14399.0,0.0,No,17.0,3.0,4.0,23.0,3.0,22.0,6.0,13.0
28,Yes,1009.0,Research & Development,1.0,1.0,45.0,2.0,1.0,Laboratory Technician,2.0,2596.0,7160.0,1.0,No,15.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0
50,Yes,959.0,Sales,1.0,4.0,81.0,3.0,2.0,Sales Executive,3.0,4728.0,17251.0,3.0,Yes,14.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0
33,No,970.0,Sales,7.0,4.0,30.0,3.0,2.0,Sales Executive,2.0,4302.0,13401.0,0.0,No,17.0,3.0,3.0,4.0,3.0,3.0,2.0,0.0
34,No,697.0,Research & Development,3.0,3.0,40.0,2.0,1.0,Research Scientist,4.0,2979.0,22478.0,3.0,No,17.0,3.0,4.0,6.0,3.0,0.0,0.0,0.0
48,No,1262.0,Research & Development,1.0,1.0,35.0,4.0,4.0,Manager,4.0,16885.0,16154.0,2.0,No,22.0,4.0,3.0,27.0,2.0,5.0,4.0,2.0
45,No,1050.0,Sales,9.0,2.0,65.0,2.0,2.0,Sales Executive,3.0,5593.0,17970.0,1.0,No,13.0,3.0,4.0,15.0,3.0,15.0,10.0,4.0
52,No,994.0,Research & Development,7.0,2.0,87.0,3.0,3.0,Healthcare Representative,2.0,10445.0,15322.0,7.0,No,19.0,3.0,4.0,18.0,3.0,8.0,6.0,4.0
38,No,770.0,Sales,10.0,3.0,73.0,2.0,3.0,Sales Executive,3.0,8740.0,5569.0,0.0,Yes,14.0,3.0,2.0,9.0,3.0,8.0,7.0,2.0
29,No,1107.0,Research & Development,28.0,3.0,93.0,3.0,1.0,Research Scientist,4.0,2514.0,26968.0,4.0,No,22.0,4.0,1.0,11.0,3.0,7.0,5.0,1.0
28,No,950.0,Research & Development,3.0,4.0,93.0,3.0,3.0,Manufacturing Director,2.0,7655.0,8039.0,0.0,No,17.0,3.0,2.0,10.0,2.0,9.0,7.0,1.0
46,No,406.0,Sales,3.0,1.0,52.0,3.0,4.0,Manager,3.0,17465.0,15596.0,3.0,No,12.0,3.0,4.0,23.0,3.0,12.0,9.0,4.0
38,No,130.0,Sales,2.0,4.0,32.0,3.0,3.0,Sales Executive,2.0,7351.0,20619.0,7.0,No,16.0,3.0,3.0,10.0,3.0,1.0,0.0,0.0
43,No,1082.0,Research & Development,27.0,3.0,83.0,3.0,3.0,Manufacturing Director,1.0,10820.0,11535.0,8.0,No,11.0,3.0,3.0,18.0,3.0,8.0,7.0,0.0
39,Yes,203.0,Research & Development,2.0,1.0,84.0,3.0,4.0,Healthcare Representative,4.0,12169.0,13547.0,7.0,No,11.0,3.0,4.0,21.0,3.0,18.0,7.0,11.0
40,No,1308.0,Research & Development,14.0,3.0,44.0,2.0,5.0,Research Director,3.0,19626.0,17544.0,1.0,No,14.0,3.0,1.0,21.0,4.0,20.0,7.0,4.0
21,No,984.0,Research & Development,1.0,4.0,70.0,2.0,1.0,Research Scientist,2.0,2070.0,25326.0,1.0,Yes,11.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0
39,No,439.0,Research & Development,9.0,3.0,70.0,3.0,2.0,Laboratory Technician,2.0,6782.0,8770.0,9.0,No,15.0,3.0,3.0,9.0,2.0,5.0,4.0,0.0
36,No,217.0,Research & Development,18.0,1.0,78.0,3.0,2.0,Manufacturing Director,4.0,7779.0,23238.0,2.0,No,20.0,4.0,1.0,18.0,3.0,11.0,9.0,0.0
31,No,793.0,Sales,20.0,3.0,67.0,4.0,1.0,Sales Representative,4.0,2791.0,21981.0,0.0,No,12.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0
28,No,1451.0,Research & Development,2.0,1.0,67.0,2.0,1.0,Research Scientist,2.0,3201.0,19911.0,0.0,No,17.0,3.0,1.0,6.0,1.0,5.0,3.0,0.0
35,No,1182.0,Sales,11.0,4.0,54.0,3.0,2.0,Sales Executive,4.0,4968.0,18500.0,1.0,No,11.0,3.0,4.0,5.0,3.0,5.0,2.0,0.0
49,No,174.0,Sales,8.0,4.0,56.0,2.0,4.0,Sales Executive,2.0,13120.0,11879.0,6.0,No,17.0,3.0,2.0,22.0,3.0,9.0,8.0,2.0
34,No,1003.0,Research & Development,2.0,4.0,95.0,3.0,2.0,Manufacturing Director,3.0,4033.0,15834.0,2.0,No,11.0,3.0,4.0,5.0,2.0,3.0,2.0,0.0
29,No,490.0,Research & Development,10.0,4.0,61.0,3.0,1.0,Research Scientist,2.0,3291.0,17940.0,0.0,No,14.0,3.0,4.0,8.0,2.0,7.0,5.0,1.0
42,No,188.0,Research & Development,29.0,2.0,56.0,1.0,2.0,Laboratory Technician,4.0,4272.0,9558.0,4.0,No,19.0,3.0,1.0,16.0,3.0,1.0,0.0,0.0
29,No,718.0,Research & Development,8.0,2.0,79.0,2.0,2.0,Manufacturing Director,4.0,5056.0,17689.0,1.0,Yes,15.0,3.0,3.0,10.0,2.0,10.0,7.0,1.0
38,No,433.0,Human Resources,1.0,3.0,37.0,4.0,1.0,Human Resources,3.0,2844.0,6004.0,1.0,No,13.0,3.0,4.0,7.0,4.0,7.0,6.0,5.0
28,No,773.0,Research & Development,6.0,3.0,39.0,2.0,1.0,Research Scientist,3.0,2703.0,22088.0,1.0,Yes,14.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0
18,Yes,247.0,Research & Development,8.0,3.0,80.0,3.0,1.0,Laboratory Technician,3.0,1904.0,13556.0,1.0,No,12.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0
33,Yes,603.0,Sales,9.0,1.0,77.0,3.0,2.0,Sales Executive,1.0,8224.0,18385.0,0.0,Yes,17.0,3.0,1.0,6.0,3.0,5.0,2.0,0.0
41,No,167.0,Research & Development,12.0,2.0,46.0,3.0,1.0,Laboratory Technician,4.0,4766.0,9051.0,3.0,Yes,11.0,3.0,1.0,6.0,3.0,1.0,0.0,0.0
31,Yes,874.0,Research & Development,15.0,3.0,72.0,3.0,1.0,Laboratory Technician,3.0,2610.0,6233.0,1.0,No,12.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0
37,No,367.0,Research & Development,25.0,3.0,52.0,2.0,2.0,Healthcare Representative,4.0,5731.0,17171.0,7.0,No,13.0,3.0,3.0,9.0,3.0,6.0,2.0,1.0
27,No,199.0,Research & Development,6.0,4.0,55.0,2.0,1.0,Research Scientist,3.0,2539.0,7950.0,1.0,No,13.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0
34,No,1400.0,Sales,9.0,2.0,70.0,3.0,2.0,Sales Executive,3.0,5714.0,5829.0,1.0,No,20.0,4.0,1.0,6.0,2.0,6.0,5.0,1.0
35,No,528.0,Human Resources,8.0,3.0,100.0,3.0,1.0,Human Resources,3.0,4323.0,7108.0,1.0,No,17.0,3.0,2.0,6.0,1.0,5.0,4.0,1.0
29,Yes,408.0,Sales,23.0,4.0,45.0,2.0,3.0,Sales Executive,1.0,7336.0,11162.0,1.0,No,13.0,3.0,1.0,11.0,1.0,11.0,8.0,3.0
40,No,593.0,Research & Development,9.0,2.0,88.0,3.0,3.0,Research Director,3.0,13499.0,13782.0,9.0,No,17.0,3.0,3.0,20.0,2.0,18.0,7.0,2.0
42,Yes,481.0,Sales,12.0,3.0,44.0,3.0,4.0,Sales Executive,1.0,13758.0,2447.0,0.0,Yes,12.0,3.0,2.0,22.0,2.0,21.0,9.0,13.0
42,No,647.0,Sales,4.0,2.0,45.0,3.0,2.0,Sales Executive,1.0,5155.0,2253.0,7.0,No,13.0,3.0,4.0,9.0,4.0,6.0,4.0,1.0
35,No,982.0,Research & Development,1.0,4.0,58.0,2.0,1.0,Laboratory Technician,3.0,2258.0,16340.0,6.0,No,12.0,3.0,2.0,10.0,3.0,8.0,0.0,1.0
24,No,477.0,Research & Development,24.0,4.0,49.0,3.0,1.0,Laboratory Technician,2.0,3597.0,6409.0,8.0,No,22.0,4.0,4.0,6.0,3.0,4.0,3.0,1.0
28,Yes,1485.0,Research & Development,12.0,3.0,79.0,3.0,1.0,Laboratory Technician,4.0,2515.0,22955.0,1.0,Yes,11.0,3.0,4.0,1.0,2.0,1.0,1.0,0.0
26,No,1384.0,Research & Development,3.0,1.0,82.0,4.0,1.0,Laboratory Technician,4.0,4420.0,13421.0,1.0,No,22.0,4.0,2.0,8.0,3.0,8.0,7.0,0.0
30,No,852.0,Sales,10.0,3.0,72.0,2.0,2.0,Sales Executive,3.0,6578.0,2706.0,1.0,No,18.0,3.0,1.0,10.0,3.0,10.0,3.0,1.0
40,No,902.0,Research & Development,26.0,3.0,92.0,2.0,2.0,Research Scientist,4.0,4422.0,21203.0,3.0,Yes,13.0,3.0,4.0,16.0,1.0,1.0,1.0,0.0
35,No,819.0,Research & Development,2.0,3.0,44.0,2.0,3.0,Manufacturing Director,2.0,10274.0,19588.0,2.0,No,18.0,3.0,2.0,15.0,4.0,7.0,7.0,6.0
34,No,669.0,Research & Development,1.0,4.0,97.0,2.0,2.0,Healthcare Representative,1.0,5343.0,25755.0,0.0,No,20.0,4.0,3.0,14.0,3.0,13.0,9.0,4.0
35,No,636.0,Research & Development,4.0,4.0,47.0,2.0,1.0,Laboratory Technician,4.0,2376.0,26537.0,1.0,No,13.0,3.0,2.0,2.0,4.0,2.0,2.0,2.0
43,Yes,1372.0,Sales,9.0,1.0,85.0,1.0,2.0,Sales Executive,3.0,5346.0,9489.0,8.0,No,13.0,3.0,2.0,7.0,2.0,4.0,3.0,1.0
32,No,862.0,Sales,2.0,3.0,76.0,3.0,1.0,Sales Representative,1.0,2827.0,14947.0,1.0,No,12.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0
56,No,718.0,Research & Development,4.0,4.0,92.0,3.0,5.0,Manager,1.0,19943.0,18575.0,4.0,No,13.0,3.0,4.0,28.0,3.0,5.0,2.0,4.0
29,No,1401.0,Research & Development,6.0,2.0,54.0,3.0,1.0,Laboratory Technician,4.0,3131.0,26342.0,1.0,No,13.0,3.0,1.0,10.0,3.0,10.0,8.0,0.0
19,No,645.0,Research & Development,9.0,3.0,54.0,3.0,1.0,Research Scientist,1.0,2552.0,7172.0,1.0,No,25.0,4.0,3.0,1.0,3.0,1.0,1.0,0.0
45,No,1457.0,Research & Development,7.0,1.0,83.0,3.0,1.0,Research Scientist,3.0,4477.0,20100.0,4.0,Yes,19.0,3.0,3.0,7.0,2.0,3.0,2.0,0.0
37,No,977.0,Research & Development,1.0,4.0,56.0,2.0,2.0,Manufacturing Director,4.0,6474.0,9961.0,1.0,No,13.0,3.0,2.0,14.0,2.0,14.0,8.0,3.0
20,No,805.0,Research & Development,3.0,1.0,87.0,2.0,1.0,Laboratory Technician,3.0,3033.0,12828.0,1.0,No,12.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0
44,Yes,1097.0,Research & Development,10.0,3.0,96.0,3.0,1.0,Research Scientist,3.0,2936.0,10826.0,1.0,Yes,11.0,3.0,3.0,6.0,3.0,6.0,4.0,0.0
53,No,1223.0,Research & Development,7.0,4.0,50.0,3.0,5.0,Manager,3.0,18606.0,18640.0,3.0,No,18.0,3.0,2.0,26.0,3.0,7.0,7.0,4.0
29,No,942.0,Research & Development,15.0,2.0,69.0,1.0,1.0,Research Scientist,4.0,2168.0,26933.0,0.0,Yes,18.0,3.0,1.0,6.0,2.0,5.0,4.0,1.0
22,Yes,1256.0,Research & Development,3.0,3.0,48.0,2.0,1.0,Research Scientist,4.0,2853.0,4223.0,0.0,Yes,11.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0
46,No,1402.0,Sales,2.0,3.0,69.0,3.0,4.0,Manager,1.0,17048.0,24097.0,8.0,No,23.0,4.0,1.0,28.0,3.0,26.0,15.0,15.0
44,No,111.0,Research & Development,17.0,4.0,74.0,1.0,1.0,Research Scientist,3.0,2290.0,4279.0,2.0,No,13.0,3.0,4.0,6.0,3.0,0.0,0.0,0.0
33,No,147.0,Human Resources,2.0,2.0,99.0,3.0,1.0,Human Resources,3.0,3600.0,8429.0,1.0,No,13.0,3.0,4.0,5.0,3.0,5.0,4.0,1.0
41,Yes,906.0,Research & Development,5.0,1.0,95.0,2.0,1.0,Research Scientist,1.0,2107.0,20293.0,6.0,No,17.0,3.0,1.0,5.0,1.0,1.0,0.0,0.0
30,No,1329.0,Sales,29.0,3.0,61.0,3.0,2.0,Sales Executive,1.0,4115.0,13192.0,8.0,No,19.0,3.0,3.0,8.0,3.0,4.0,3.0,0.0
40,No,1184.0,Sales,2.0,2.0,62.0,3.0,2.0,Sales Executive,2.0,4327.0,25440.0,5.0,No,12.0,3.0,4.0,5.0,3.0,0.0,0.0,0.0
50,No,1421.0,Research & Development,2.0,4.0,30.0,3.0,4.0,Manager,1.0,17856.0,9490.0,2.0,No,22.0,4.0,3.0,32.0,3.0,2.0,2.0,2.0
28,No,1179.0,Research & Development,19.0,4.0,78.0,2.0,1.0,Laboratory Technician,1.0,3196.0,12449.0,1.0,No,12.0,3.0,3.0,6.0,3.0,6.0,5.0,3.0
46,No,1450.0,Research & Development,15.0,4.0,52.0,3.0,5.0,Research Director,2.0,19081.0,10849.0,5.0,No,11.0,3.0,1.0,25.0,3.0,4.0,2.0,0.0
